,作品名,Item.reviewCount,アフィリエイトURL,商品説明,価格,レビュー平均,ジャンル
2719,骸の爪,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6193113%2F,ホラー作家の道尾は、取材のために滋賀県山中にある仏像の工房・瑞祥房を訪ねる。彼がその夜見たものは、口を開けて笑う千手観音と、闇の中で血を流す仏像。しかも翌日には仏師が一人消えていた。道尾は、霊現象探求家の真備、真備の助手・凛の三人で、瑞祥房を再訪し、その謎を探る。工房の誰もが口を閉ざす、二十年前の事件とはいったい。,796,3.71,文庫
2720,高熱隧道,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F134996%2F,,605,4.46,文庫
2721,ONE PIECE 21,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1398109%2F,,484,4.75,
2722,新装版　銀行総務特命,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11443620%2F,帝都銀行で唯一、行内の不祥事処理を任された指宿修平。顧客名簿流出、現役行員のＡＶ出演疑惑、幹部の裏金づくり…スキャンダルに事欠かない伏魔殿を指宿は奔走する。腐敗した組織が、ある罠を用意しているとも知らずにー「総務特命担当者」の運命はいかに！？意外な仕掛けに唸らされる傑作ミステリー。,858,3.66,文庫
2723,しろくまちゃんぱんかいに,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F200471%2F,,880,4.49,絵本
2724,ONE PIECE 22,179,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1413439%2F,,484,4.82,
2725,シー・ラブズ・ユー,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6040964%2F,東京、下町の老舗古本屋「東京バンドワゴン」。営む堀田家は今は珍しき８人の大家族。伝説ロッカー我南人６０歳を筆頭にひと癖もふた癖もある堀田家の面々は、ご近所さんとともに、またまた、なぞの事件に巻き込まれる。赤ちゃん置き去り騒動、自分で売った本を１冊ずつ買い戻すおじさん、幽霊を見る小学生などなど…。さて、今回も「万事解決」となるか？ホームドラマ小説の決定版、第２弾。,748,4.16,文庫
2726,あおい〔小学館文庫〕,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4415636%2F,二七才、スナック勤務のあたしは、おなかに「俺の国」と称した変な地図を彫っている三才年下のダメ学生・カザマ君と四か月前から同棲している。ある日、あたしは妊娠していることに気付き、なぜか長野のペンションで泊り込みバイトを始めることに。しかし、バイト初日、早くも脱走を図り、深夜、山の中で途方に暮れて道の真ん中で寝転んでしまう。その時、あたしの目に途方もなく美しい、あるものが飛び込んでくるー。表題作を含む三編を収録した、二五万部突破「さくら」著者の清冽なデビュー作。,502,3.4,文庫
2727,徳川慶喜 最後の将軍,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F899560%2F,,693,3.87,文庫
2728,乙嫁語り（4）,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11658382%2F,,682,4.44,コミック
2729,ブラック・スワン（上）,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6073432%2F,歴史、哲学、心理学、経済学、数学の世界を自由自在に駆けめぐり、人間の頭脳と思考の限界と、その根本的な欠陥を解き明かす超話題作。,1980,3.77,単行本
2730,東京タワー,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6528343%2F,オカン。ボクの一番大切な人。ボクのために自分の人生を生きた人ー。四歳のときにオトンと別居、筑豊の小さな炭鉱町で、ボクとオカンは一緒に暮らした。やがてボクは上京し、東京でボロボロの日々。還暦を過ぎたオカンは、ひとりガンと闘っていた。「東京でまた一緒に住もうか？」。ボクが一番恐れていたことが、ぐるぐる近づいて来るー。大切な人との記憶、喪失の悲しみを綴った傑作。,880,4.34,文庫
2731,危険なビーナス,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15970264%2F,独身獣医の伯朗のもとに、かかってきた一本の電話ー「初めまして、お義兄様っ」。弟の明人と最近、結婚したというその女性・楓は、明人が失踪したといい、伯朗に手助けを頼む。原因は明人が相続するはずの莫大な遺産なのか。調査を手伝う伯朗は、次第に楓に惹かれていくが。恋も謎もスリリングな絶品ミステリー。,990,3.63,文庫
2732,思わず考えちゃう,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15819148%2F,電車で、カフェで、自分の家で。「ついつい考えすぎちゃう」ヨシタケ氏がスケッチと共に書きとめた、まじめーな事から、世にも下らぬ事まで。たとえばー。「仕事のピンチを乗り切るには？」「いわゆる男女の仲って、何？」「他人のストローの袋が気になる」「孤独感を、どう解消するか」「明日、すごいやる気を出す方法」…。絵本作家ヨシタケシンスケの、「読むとクスッとしてホッとしてちょっとイラッとする」スケッチ解説エッセイ！,1100,4.02,単行本
2733,アナザーフェイス,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6547529%2F,警視庁刑事総務課に勤める大友鉄は、息子と二人暮らし。捜査一課に在籍していたが、育児との両立のため異動を志願して二年が経った。そこに、銀行員の息子が誘拐される事件が発生。元上司の福原は彼のある能力を生かすべく、特捜本部に彼を投入するが…。堂場警察小説史上、最も刑事らしくない刑事が登場する書き下ろし小説。,836,3.39,文庫
2734,烏は主を選ばない,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13218890%2F,人間の代わりに「八咫烏」の一族が住まう世界「山内」で、優秀な兄宮が廃嫡され、日嗣の御子の座についた若宮。世継ぎの后選びには大貴族の勢力争いが絡み、朝廷は一触即発の異常事態に陥る。そんな状況下で、若宮に仕えることになった少年・雪哉は、御身を狙う陰謀に孤立無援の宮廷で巻き込まれていく…。,792,4.15,文庫
2735,薄紅天女,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F825527%2F,東の坂東の地で、阿高と、同い年の叔父藤太は双子のように十七まで育った。だがある夜、蝦夷たちが来て阿高に告げた…あなたは私たちの巫子、明るい火の女神の生まれ変わりだ、と。母の面影に惹かれ蝦夷の国へ向かう阿高を、藤太と仲間たちは必死で追う。そして「私は阿高を捜しに来た」と語り、追跡に加わる都の少将坂上田村麻呂の真意は…？一方西の長岡の都では、物の怪が跳梁し、皇太子安殿皇子が病んでいた。兄を救いたいと思いつめた十五歳の皇女苑上は、少年の姿をとって「都に近づく更なる災厄」に立ち向かおうとするが…？巫女の力を受けつぎ勾玉を輝かせる「闇の末裔」の少年と、「輝の末裔」の皇女の運命の出会いと、神代の「力」の最後の火花とをきらびやかに描き出す、待望の「勾玉」三部作完結編。１０代〜。,2420,4.51,単行本
2736,空港にて,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1792228%2F,コンビニ、居酒屋、公園、カラオケルーム、披露宴会場、クリスマス、駅前、空港ー。日本のどこにでもある場所を舞台に、時間を凝縮させた手法を使って、他人と共有できない個別の希望を描いた短編小説集。村上龍が三十年に及ぶ作家生活で「最高の短編を書いた」という「空港にて」の他、日本文学史に刻まれるべき全八編。,572,3.37,文庫
2737,夏への扉新訳版,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6133854%2F,ぼくが飼っている猫のピートは、冬になるときまって夏への扉を探しはじめる。家にたくさんあるドアのどれかが夏に通じていると信じているのだ。そしてこのぼくもまた、ピートと同じように“夏への扉”を探していたー『アルジャーノンに花束を』の小尾芙佐による新しい翻訳で贈る、永遠の青春小説。,1430,3.9,単行本
2738,PLUTO（5）,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4927264%2F,,576,4.5,コミック
2739,トワイライト（下）,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5604964%2F,「足かせを持っておいで、ぼくはきみの囚人になろう」ゴールドの瞳の美少年エドワードは、哀しい過去を秘めたヴァンパイアだった。永遠の命を持つエドワードにとって、ベラはやっと見つけた運命の相手だったのだ。こんなあたしが彼を救えるの？あなたの孤独を埋められるのはあたしだけなの？それぞれの思いに戸惑いながらも、どうしようもなく惹かれ合うふたり。ベラを狙う凶悪なヴァンパイアを敵にまわし、引き返せない運命の恋がはじまった。甘く切ないセリフの連続に血が熱くなる、吸血鬼ラブ・ストーリーの決定版。,748,4.44,文庫
2740,騎手の一分ーー競馬界の真実,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12281768%2F,本当に上手い騎手とは、本当に強い馬とはー鞭を置く前に伝えておきたいこと。,814,4.1,新書
2741,覚悟の磨き方　超訳　吉田松陰,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12336511%2F,時代の常識をことごとく破り、幕末の英雄たちに大きな影響を与えた天才思想家・吉田松陰から学ぶ自分と仲間の魂に火をつける方法。,1650,3.96,単行本
2742,銃,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11738164%2F,雨が降りしきる河原で大学生の西川が出会った動かなくなっていた男、その傍らに落ちていた黒い物体。圧倒的な美しさと存在感を持つ「銃」に魅せられた彼はやがて、「私はいつか拳銃を撃つ」という確信を持つようになるのだが…。ＴＶで流れる事件のニュース、突然の刑事の訪問ー次第に追いつめられて行く中、西川が下した決断とは？新潮新人賞を受賞した衝撃のデビュー作。単行本未収録小説「火」を併録。,594,3.65,文庫
2743,はじめてママ＆パパの離乳食,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13041296%2F,最初のひとさじから２才ごろの幼児食まで、進め方を完全サポート。食材別のラクラク調理ワザも、簡単レシピ３００品も、オールカラーでよくわかる！,1430,4.24,単行本
2744,きょうの おやつは,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12965968%2F,,1650,4.63,絵本
2745,たまごのあかちゃん,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F576415%2F,,990,4.37,絵本
2746,ソラニン 2,178,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4015672%2F,,555,4.43,コミック
2747,リング,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F590223%2F,同日の同時刻に苦悶と驚愕の表情を残して死亡した四人の少年少女。雑誌記者の浅川は姪の死に不審を抱き調査を始めた。-そしていま、浅川は一本のビデオテープを手にしている。少年たちは、これを見た一週間後に死亡している。浅川は、震える手でビデオをデッキに送り込む。期待と恐怖に顔を歪めながら。画面に光が入る。静かにビデオが始まった…。恐怖とともに、未知なる世界へと導くホラー小説の金字塔。,660,4.14,文庫
2748,一瞬の風になれ　第二部　-ヨウイー,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6120968%2F,オフ・シーズン。強豪校・鷲谷との合宿が始まる。この合宿が終われば、二年生になる。新入生も入ってくる。そして、新しいチームで、新しいヨンケイを走る！「努力の分だけ結果が出るわけじゃない。だけど何もしなかったらまったく結果は出ない」。まずは南関東へー。新二との連の第二シーズンが始まる。吉川英治文学新人賞、本屋大賞ダブル受賞。,704,4.27,文庫
2749,かみさまからのおくりもの,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F162557%2F,,1320,4.58,絵本
2750,愛すべき娘たち,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1627532%2F,,715,4.5,コミック
2751,やる気のスイッチ！,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5912682%2F,「意欲」と「行動」の因果関係をやさしく解説しつつ普段から実践できる秘密の達成メソッドを紹介します。,1540,3.9,単行本
2752,残念な人の仕事の習慣,177,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6686245%2F,会社の近くに小さな印刷所がある。毎日、女性が山積みの紙の束を台車で運ぶのだが、ブロックの継ぎ目があるためガタガタ揺れる。彼女は、束が落ちないように押さえ、直し、また運び始める。工夫を重ねた相当な熟練だ。しかし、このスキルは本当に必要だろうか。横に枠の付いた台車に変更すれば問題はすぐ解決する。では、なぜ彼女は、会社は改善しないのか…。本書では、仕事の現場で放置してしまっている「非効率な努力」の原因と解決のヒントをお話ししていきたい。,935,3.35,単行本
